location,date,likes,retweets,text
"South Carolina, USA",2021-06-07,5595,1299,"If you think Trump made some mistakes about 
Covid in the early going, you may consider where he got his guidance. Fauci was his only source of information."
"Madison, WI",2021-06-16,12,8,“Populists and the Pandemic:” Year-Long Lecture Series Culminates in 2022 Routledge Volume! Learn more here: https://t.co/7l9z6IFoo6 https://t.co/DVAc7vMFWm
"Florida, USA",2021-06-27,22293,5700,"Gwen is one of about 4,500 people who were released from federal prisons last year to protect them from contracting the coronavirus. But she is the latest example of how systems of probation &amp; parole perpetuate failure rather than facilitate success. https://t.co/R1FPlVrbOg"
"New York, NY",2021-06-04,0,0,"@NYGovCuomo This makes more sense and is more equitable than a cash lottery or free tuition. In CA, when you buy tickets to a game at a large venue, they send home a covid19 test kit with your tickets.  
No negative test, no admission."
"Parsippany, NJ",2021-06-19,0,0,"@CDCgov We’ll celebrate however we damn well please, thank you very much."
"Oklahoma, USA",2021-06-03,630,402,"Remember when Twitter was suspending folks for tweeting Hydroxychloroquine? Remember when Fauci said that Hydroxychloroquine wouldn’t work for Covid? I remember when folks would call me &amp; others idiots for even suggesting that drug. Hate to say I told you so, but … #FauciEmails"
"Waukee, IA",2021-06-30,9,2,"@BrianWoerth @amethystarlight @IAPublicHealth From the email IVH sent 6/29: ""We had suspicions that the DELTA variant (mutation) of the COVID virus, which has been spreading in Iowa, was responsible. [...] It turns out that we did have a variant, but it was a new variant without a specific name. It was NOT the DELTA virus."""
"Tucson, AZ",2021-06-08,77,5,"anyone considering a career in the skilled trades-Since the pandemic, construction is one of the few industries that hasn’t slowed down. After a small break beginning of 2020, we’ve been working constantly. I think the big challenge right now is the spike in material costs."
"Manhattan, NY",2021-06-28,9,6,"My postmortem on the war on scientists in the US, feat. interviews with public-health officials, psychologists, and a former conspiracy theorist.  https://t.co/HT39xNsMNf"
"Illinois, USA",2021-06-24,74,22,"No alcohol, no hugs, no cheers and no autographs: Tokyo Olympic organizers unveiled tough new rules for spectators at the pandemic Games on Wednesday as they marked one month until the opening ceremony. https://t.co/gXHBJWjAL3"
"Bellevue, WA",2021-06-16,0,0,"With COVID-19 cases surging in cities and provinces outside NCR Plus bubble,  President Rodrigo Duterte has ordered the country's vaccine distribution strategy “recalibrated,"" with more doses given to areas under MECQ. https://t.co/WU89WfS9zA"
"New Jersey, USA",2021-06-11,0,0,"@fuctmind They should talk to the NIH 

https://t.co/hXDB2GIwxy"
"Curwensville, PA",2021-06-14,286,89,"To those replying as if Kayleigh McEnany never lied: right-wing media perpetuated the false reality she built her lies on, but they were countless blatant lies nonetheless.

Here’s one. Not only did Trump downplay COVID, he was literally on tape admitting that he downplayed it. https://t.co/4Y1NkLw2aQ"
"Atlanta, GA",2021-06-12,310,68,"California has selected another 15 people to win $50,000 each just for getting the coronavirus vaccine. https://t.co/ahiU6T7my3"
"El Paso, Texas",2021-06-23,0,0,Gospel Snippets: Does The Covid Pandemic Spell The End Of Public Sc... https://t.co/iBlqi9VgDw
"Oscoda, MI",2021-06-01,0,0,"@ArthurCaplan @WSJ Exactly! Then, why didn’t it work for COVID-19? Physicians early on were posting messages of how other respiratory diseases had almost disappeared with social distancing. Not sure people studying covid had noticed them."
"Maryland, USA",2021-06-22,30274,6509,"Gas was cheaper in 2020 because the pandemic limited travel -- and the unemployment rate was over 13%.  

Today: gas prices are where they were in 2018, unemployment is below 6%, and growth is the highest in 40 years.

June 2020 v. June 2021?  Happy to have that debate! https://t.co/KUJEkk18L7"
"Charlottesville, Virginia, USA",2021-06-14,0,0,"Tushnet on Agency, Constraint, &amp; COVID-19 Policy https://t.co/1thSEggmcr"
"Brooklyn, NY",2021-06-04,1,1,Amazon has fast become a massive fashion retailer &amp; made $20+ billion in the pandemic. Garment workers are facing increasing union-busting and denied pay when they’re fired. Tell @Amazon to #PayYourWorkers https://t.co/0AZO7Ln8cN
"Pharr, TX",2021-06-29,37273,5471,Bruh we was so down bad during the early stages of the pandemic that we all watched a docuseries on a trailer park Tiger trainer
"Tennessee, USA",2021-06-25,100,65,"COVID could have started in China in October 2019, 2 months before the first official case in Wuhan, linked to Huanan seafood market—Some early cases had no known connection with Huanan, implying that it was already circulating before it reached the market
https://t.co/3gX1yUiJ8Y"
"Lewiston/Auburn, Maine",2021-06-15,3,0,"Maine reported 29 new #COVID19 cases today, and 3 more deaths related to the virus. More 👇

https://t.co/YvEKoFOsA0"
"Surprise, AZ",2021-06-16,1,0,"I’m not even worried about CP3 in the COVID-19 protocols. I personally believe this is the best team he’s played with, so I know they’ll win game without him playing."
"Santa Monica, CA",2021-06-08,18,15,"Just published the #hcldr blog on ""Real Healthcare Leadership"" - we'd love to have you join us tonight, 6/8/21 at 8:30p E for our weekly chat!

What types of leaders have risen during the pandemic? Will they create lasting change?

Blog:  https://t.co/Kt0jxSNuDC https://t.co/hi9axB7dOY"
"Monterey Park, California",2021-06-23,3,2,"COVID-19 lived exerience and journey as patient and carer shared today at conference, amazing insights from 2 very inspiring clinicians, @karlschurr @anniemccluskey2  #OTAUS2021 thank you for allowing us to experience this through your narrative. https://t.co/BuEazSSNbX"
"Allentown, PA",2021-06-08,92485,20073,"Folks, the Delta variant — a highly infectious COVID-19 strain — is spreading rapidly among young people between 12 and 20 years old in the U.K. If you’re young and haven’t gotten your shot yet, it really is time. It’s the best way to protect yourself and those you love."
"Alexandria, VA",2021-06-20,29,5,"美国捐赠250万剂Moderna疫苗抵台 台湾感谢

美国捐赠250万剂Moderna COVID-19（中共病毒）#疫苗 于6月20日傍晚抵台。台湾中央流行疫情指挥官陈时中表示，谨向美国政府与人民表达诚挚谢忱。总统 #蔡英文 感谢美国政府捐赠250万剂疫苗。

https://t.co/nn8mAtS8lV"
"Seattle, WA",2021-06-03,1,2,"Combination of Memorial Day travel &amp; warm weather brought a spike in ridership over the holiday weekend. In fact, Saturday 5/29 is now our busiest day since the start of the pandemic with nearly 80,000 riders, and Sunday 5/30 is second with more than 72,000. #MemorialDayWeekend https://t.co/mBtkgGRwcX"
"San Jacinto, CA",2021-06-21,2,0,@MilwaukeeForev1 @TheTwinnery @HHSGov CDC admitted that 96% of reported covid deaths were not covid deaths. These deaths were labeled covid for large government subsidies for hospitals. Funeral expenses were also paid for families who accepted covid as cause of death for loved ones. The vaccine is the real pandemic.
"Phoenix, AZ",2021-06-29,0,0,Do your own research before you make a decision on this vaccine... Especially if you're considering giving it to your children. https://t.co/gwPu8HWccn
"Madison, Wisconsin",2021-06-08,1,0,"Licensed marijuana stores in Washington state can offer free joints to promote on-site COVID-19 vaccine clinics. The effort is called ""Joints for Jabs."" https://t.co/j5CZXDSZxT"
"Burleson, TX",2021-06-28,0,0,"HERE WE GO: WHO Recommends Masks and Social Distancing For Everyone - Vaccinated and Unvaccinated - Due to Covid ""Delta"" Variant https://t.co/IjJlxj43ea"
"New York, NY",2021-06-08,37819,8460,I am just gonna say out loud what many are thinking:  WTF with our Senate majority and Garland?  Democrats better realize how demoralizing it is for the base to have zero accountability and no major progress in Congress outside of Biden's Covid relief. We worked to get you here!
"Druid Hills, GA",2021-06-24,324,79,"Here's what VP Kamala Harris has done in the 92 days she hasn't been to the border
https://t.co/49OyLqXlND"
"Seattle, WA",2021-06-04,1,0,"@sneakin @JeriLRyan Oh please.Molecules.Squalene is a fat molecule harvested from the oil in shark liver, and it has been used as an additive to a few COVID-19 vaccines in development."
"Los Angeles, California",2021-06-24,1,1,"“If you’re vaccinated, it’s nothing,” UC San Francisco epidemiologist Dr. George Rutherford said of the Delta variant. “If you’re not vaccinated, you’re hosed.”

#DeltaVariant #LosAngeles #Science 
#GetVaccinated 💉

https://t.co/XABUqcf45P"
"St Louis, MO",2021-06-27,22697,5702,bring the pandemic flight prices back
"Dallas, TX",2021-06-15,172,57,"Liberals Throw Twitter Tantrum Over Jon Stewart's TV Appearance Where He Stated the Coronavirus Came From a Lab.

https://t.co/1a37eJ8QYr"
"Chicago, IL",2021-06-15,10,3,"Now available on Learn at ACGME, the 2021 Annual Update webcast discussing Common Program Requirements, the #COVID19 pandemic, and more. #MedEd #GME

https://t.co/w8oVGXmsUQ https://t.co/tYiAlrrWDc"
"Huntington Beach, CA",2021-06-21,958,344,Pence was assigned to handle the pandemic. Trump took over and both of them did nothing but deny it as Americans were being piled in refrigerated tractor trailer trucks.
"Nashville, TN",2021-06-09,321155,25227,"I don’t want to alarm anyone, but I’ve just been asked in a job interview if I used lockdown “to pursue any passion projects or personal development.”"
"Milwaukee, WI",2021-06-06,5,1,"For the men and women under 50 years old who have lost spouses to the coronavirus, finding peers can be difficult. An online support group started by a New Jersey woman has been a lifeline. https://t.co/MjaZ84rWzy"
"Tennessee, USA",2021-06-01,1,0,As they should be..reopen the UK but deport all illegals immediately https://t.co/JMcl9ZBZzF
"Bakersfield, CA",2021-06-25,3636,274,I’m finding it very hard to continue to have empathy for unvaccinated people who are coming to the ED sick with COVID. None of the patients I have seen recently have a medical reason they couldn’t get vaccinated. They just chose not to. It’s hard to not get frustrated.
"New Jersey, USA",2021-06-05,3,1,shit look like a pancreas https://t.co/WT04i24b4w
"Florida, USA",2021-06-24,1968,1093,"~99.9% of people hospitalized with COVID-19 in May weren't fully vaccinated, AP reports https://t.co/OguXPnvtMz"
"NC, USA",2021-06-26,13,5,"Just like when The State TELLS you to your face that they're cooking the COVID books (using a bogus test, as well), and you respond with, ""Ok, but people are dying!"" as you turn up the volume on CNN. https://t.co/CZn4pcEaNt"
"Staten Island, NY",2021-06-10,34503,8393,"Remember when the media mocked and derided Trump for mentioning hydroxychloroquine? 

I DO! https://t.co/nteB58CCOk"
"Princeton, NJ",2021-06-25,194,32,I am a ________ and I’m ________ for COVID-19
"Virginia, USA",2021-06-23,5,6,"At a White House briefing on #COVID19, Dr. Anthony Fauci said that 20.6% of new cases in the U.S. are due to the #DeltaVariant.

""The Delta variant is currently the greatest threat in the U.S. to our attempt to eliminate COVID-19,"" Fauci said.
#WearAMask
https://t.co/VGVgL9T6KJ"
"Portland, OR",2021-06-01,364457,91535,"“I’m so happy the pandemic is finally coming to an end.”

The pandemic: https://t.co/FI0DG0YSCc"
"North Carolina, USA",2021-06-05,0,1,#AllowAccessToTigray https://t.co/6fb24omEt4
"Nashville, TN",2021-06-27,71,7,"sickening and outrageous. @NCAACWS, do better. https://t.co/h84pYLBvPT"
"Massachusetts, USA",2021-06-02,7600,1888,What did Dr. Fauci know about the research being done in the Wuhan lab when he approved American tax dollars to fund it? https://t.co/VFzYlIoGXR
"Boondocks, MI",2021-06-02,7,2,Yes I have a brother that was supposed to come home on March 19 but because  of this class that they can take outside the walls now he is Coming home July  7 that so sad. https://t.co/EIbND7kG6f
"Washington, DC",2021-06-17,182419,40277,Yep. Same way birth control users can still catch the pregnant https://t.co/6VJYl9Zyfo
"Ohio, USA",2021-06-14,10373,4108,"There are 250,000 jobs available on a Tennessee job board. Only 8,500 of those jobs pay $20,000 or more. Still think there’s a “worker shortage”? https://t.co/zQJS4frUyP"
"Front Royal, VA",2021-06-14,0,0,"At the office, you might be used to grabbing fresh, filtered water from a cooler. Getting the same convenient, unlimited supply of high-quality water available at home can help you stay hydrated and ready to go throughout the day. https://t.co/CWxjNlys7a"
"Missouri, USA",2021-06-26,646,245,"My office is hosting a community gun buyback event with @poughkeepsiePD at the Beulah Baptist Church in Poughkeepsie today from 10AM-2PM.

No ID is needed, no questions will be asked, and #COVID19 safety protocols will be in effect. 
 
Join us: https://t.co/4R9kaayhNu"
"Mississippi, USA",2021-06-03,98403,33563,"Thread netflix movies you should watch during lockdown. My favourite genre is psychological thriller, gore &amp; violence 😋

10/10! trust me this movie worth your time! https://t.co/rSstYGeJv6"
"Great Neck, NY",2021-06-24,255,81,Our paper just released ⁦@NEJM⁩ : Beneficial effect of 3 doses of #COVID vaccine in transplant: largest series. ⁦⁦@CHUdeToulouse⁩ ⁦@com_SFNDT⁩ @ESOTtransplant⁩  ⁦@AST_info⁩ ⁦@olivierveran⁩ ⁩ ⁦@jlmoudenc⁩ https://t.co/ciAK0URUtI
"Brooklyn, NY",2021-06-16,0,0,@AdeleGroyer @ActuaryByDay @TrevorGreetham @patrick_kidd @DavidMills73 @COVID19actuary @PHE_uk Protecting NHS capacity is the only justification for not letting people make their own decisions about the risks from this pandemic that I can see.
"Seattle, WA",2021-06-29,3,0,"Landmark day for me. My rent debt of near 27k die to covid is getting paid off AND my ebay + VS titles have arrived, among them is a holy grail item, if not one of THE holy grails."
"Los Angeles, CA",2021-06-23,0,0,Pinterest Shares New Research into Emerging Trends as We Look to a Post-COVID Future https://t.co/kT38PcTyqA #socialmedia #marketing #strategy
"Port St. Lucie, FL",2021-06-02,0,0,"Shared from Yandex Zen
https://t.co/oX6hDS9NjY"
"New York, NY",2021-06-06,1,0,Beautiful. Every asshole like this should get decked. #WearAMask https://t.co/Ewa6MHTNJv
"Reserva do Cabaçal, MT",2021-06-01,457,115,"No primeiro trimestre de 2021, o PIB brasileiro cresceu 1,2% em comparação ao quarto trimestre de 2020 na série com ajuste sazonal. Ante o mesmo trimestre do ano passado, o avanço foi de 1,0%, o que coloca o país em um patamar pré-Covid. https://t.co/UgFvVY5val"
"Seattle, WA",2021-06-08,189,217,"We're fundraising for our trans youth Camp (11-17), back this year after a COVID hiatus in 2020

Please donate and share so our young people can take part in this amazing opportunity!"
"Nashville, TN",2021-06-13,0,0,@brianstelter @PamelaBrownCNN Since @SenRonJohnson was suspended from @YouTube &amp; you want to focus on vaccines Can you please share about how I had #Covid19 last Nov &amp; got my 2nd @pfizer shot on April 16th &amp; then suffered paralysis. Here’s a video for you to share as well. @brianstelter I voted Democrat too! https://t.co/5ExaUKk5Hg
"South Carolina, USA",2021-06-04,29484,7357,"Communist China should be kicked out of the WHO. They corrupted and politicized it.

They should not be a part of an organization whose purpose is to prevent a pandemic."
"Michigan, USA",2021-06-04,0,0,"@ingy173 @GovWhitmer @MIAttyGen @LtGovGilchrist @JocelynBenson Yea, blame the governor not the pandemic."
"Atlanta, GA",2021-06-11,2400,1529,"Another outrageous Twitter move. 
Dr. McCullough’s group, with 17.4K followers, has been disappeared. Just like that.
Open debate of COVID treatments and controls is essential. Private company or not, Twitter has a responsibility to foster, not stifle, free speech. https://t.co/aFW403zLLz"
"Chesapeake, OH",2021-06-03,4,3,👀 https://t.co/FypDrUoZc0
"HeelsOnHills, USA",2021-06-09,38880,13408,"Great news!  Cleveland clinic study of 52,238 employees shows unvaccinated people who have had COVID 19 have no difference in re-infection rate than people who had COVID 19 and who took the vaccine."
"Texas, USA",2021-06-15,1,1,"@Mastercard #PricelessSurprises #Sweepstakes 
I'd love to take my 73yo Mom to visit my ailing elderly aunts in Alaska &amp; Las Vegas that we've missed seeing for more than 1+ years! She's getting older and the pandemic has shown us that LIFE IS PRECIOUS!! https://t.co/nwj0hgifei"
"Washington, USA",2021-06-18,22015,2830,"Here’s what my last 12 months have looked like:

- got divorced
- moved back to moms
- unemployed
- pandemic
- homeschooling
- started business (July)
- made $100k (Dec)
- made $1.3mil (April)
- made $2mil (June)

Your whole life can change in 1 year, I promise you!!! 👏🏽🥺❤️"
"Nocahoma, Ohio",2021-06-13,3,3,Healthy people should not get it. Period. I'm ashamed by my colleagues who didn't figure out more of this a year ago. Disgraceful. Deadly. https://t.co/3LUm9gDnNA
"Florida, USA",2021-06-05,1,1,"@TRINKoCHINE @MiamiHerald Didn't you know? @GovRonDeSantis signed a bill blocking any lawsuits related to covid. 

https://t.co/Y6OuzamZOg"
"Brooklyn, NY",2021-06-25,1,0,"Two of my students collaborated on this project, the script was written in my class and I feel so proud and happy for them. Work in Progress via @thenation https://t.co/y5d1PMQHqe"
"Arlington, VA",2021-06-03,0,0,Covid-19 Vaccine is a blessing.
"Charleston, SC",2021-06-29,81,19,"46/ More public health experts are urgently warning:
""It has been clear for months that children: It has been clear for months that schools &amp; children contribute to SARS-CoV-2 transmission."" 

https://t.co/RmipHD21lh https://t.co/0ico1AIpRb"
"Florida, USA",2021-06-17,8487,963,"Flying from FL (no masks req’d) to NY (no masks req’d - FINALLY!) &amp; thx to the wisdom of @PeteButtigieg, everyone must wear a mask in airport/on plane bc … virtue. These absurdities would be funny if they weren’t so intrusive and- literally-in your face."
"Baltimore County, Maryland",2021-06-17,2,0,"@lovemybubbie @veryvirology 80+ and generally unhealthy.
Everyone I know who had COVID (including myself) lived to tell about it.
For what it's worth, I'm over 35 and was fat/medically obese (55 pounds overweight) at the time I had the bug."
"Washington, DC",2021-06-28,2,2,"Every 4th of July we see serious hand injuries &amp; car accidents related to 🍸🍷🍻. 

Keep each other safe! 

Let someone else drive &amp; provide the light show.

#July4th #injuryprevention https://t.co/gX3B6UlGb3"
"Texas, USA",2021-06-22,488,192,"Imagine if you will, one man who can't be bought &amp; is so dangerous to an evil-driven political party...

That they have to try &amp; impeach him twice; create a coup to overthrow an American election &amp; create a pandemic, just to remove him from office.

Tyranny is alive &amp; well. https://t.co/FzunCuQUwn"
"New York, NY",2021-06-01,15,8,"Here's the story of GE CEO's mega-million do-over.

In 2018 he went hardball with GE's board to score a massive pay package.

In 2020 the pandemic trounced the stock. He griped about the out-of-the-money pay -- and the board fixed it.

https://t.co/prC2dquo4E"
"Texas, USA",2021-06-17,14334,4052,"Because real Scientists/Science itself is easily manipulated by a media narrative. These clowns should be ashamed of themselves and the damage they’ve allowed to happen. 
If this is our scientific/medical community maybe it’s them and not Climate Change that’s our biggest threat! https://t.co/SnMCOTc5VO"
"Miramar, FL",2021-06-16,2,0,Bruh https://t.co/7ajrFgr48C
"Tallahassee, FL",2021-06-12,0,0,https://t.co/z1GyKe3ZnF
"Littleton, CO",2021-06-29,517,201,"""I assess that the most likely origin was an accidental infection of laboratory personnel from the Wuhan Institute of Virology, with secondary transmission to the local population, and subsequent spread to hundreds of millions of people around the world"" -Brett P. Giroir, MD."
"Miami, FL",2021-06-02,275,106,"Choramos por cada vida perdida...  É neste ambiente onde experimentamos a dor da perda que lançamos um olhar de esperanças por cada vida que vence o maior desafio deste século.

Precisamos esperançar dias melhores em cada ponto do globo terrestre.

Fabricaremos vacinas! https://t.co/LT02nFXL7j https://t.co/g6wKH7G4Je"
"Jackson, Mississippi",2021-06-17,2,1,The SEC is charging toward an uninterrupted college football season with a 3-pronged approach https://t.co/SRT3vORbLk
"Las Vegas, NV",2021-06-14,0,0,Oil extends gains thanks to robust demand as vaccinations against Covid-19 boost travel sector — RT Business News https://t.co/jplgN4fNMB
"Minnesota, USA",2021-06-05,7364,1269,"So let me get this straight: We are all anxious about returning to social gatherings after lockdown, but we can't seem to acknowledge the obstacles faced by people reentering society after years of incarceration?"
"San Diego, CA",2021-06-23,0,0,Now Playing New AD TDWC COVID Test Site Commercial - New AD TDWC COVID Test Site Commercial
"Dallas, TX",2021-06-16,18833,2594,"Chris Paul has entered COVID-19 health and safety protocols, per @ShamsCharania

He’s out for an indefinite period of time https://t.co/XFNtOMQAH8"
"California, USA",2021-06-01,0,0,"@RJSprouse @bignosetrading I have never had a position. I don’t have a liking for dying companies that should’ve went under due to Covid, a poor balance sheet, and investors stuck in nostalgia. Go buy 9$ popcorn and 18$ movie ticket I’ll watch Netflix"
"Fargo, ND",2021-06-09,0,2,"👀 Looking for COVID-19 vaccine? Our clinic is open today, 6/8, until 6 pm; we have Pfizer vaccine for those age 12 +.  We're located at 1240 25th Street South, Fargo..."
"Pennsylvania, USA",2021-06-22,39,24,"The vaccine doesn't prevent you from catching COVID
The vaccine doesn't prevent you from catching COVID 
The vaccine doesn't prevent you from catching COVID 
The vaccine doesn't prevent you from catching COVID 
The vaccine doesn't prevent you from catching COVID https://t.co/qO66BXx4nC"
"California, USA",2021-06-10,51,11,"@GOPLeader In less than a year, 500,000 Americans died of #COVID19.
Trump's failed response is nothing short of a crime. https://t.co/WrBiM7sgq4"
"Portland, OR",2021-06-18,35,10,.@NVNationalGuard Guard Soldiers and Airmen are in the final stages of the battle as coronavirus cases hit an all-time low in the Silver State. https://t.co/8X97JkOsW5 #InThisTogether
"New Paltz, New York",2021-06-17,0,0,LENAPE ELEMENTARY SCHOOL CONDUCTING A LOCKDOWN DRILL https://t.co/bSWsGuzcjq
"Northeast Ohio, USA",2021-06-01,15,1,"Beginning June 2, per CDC guidance, face coverings are not required for vaccinated individuals. Face coverings are highly recommended for unvaccinated individuals. Masks should not be worn in water attractions. Masks will not be required at Zoombezi Bay. https://t.co/hMCCGjJzJI"
"Washington, USA",2021-06-03,102555,15795,Me taking the Covid vaccine as early as I possibly could because it was the right thing to do and getting a sticker for it vs. everyone who refused now getting free cars and beers and millions of dollars to take it has some real high school group project energy
"California, USA",2021-06-17,2797,1208,"Per new US House report.....  As many as 16 percent of US House Members are NOT vaccinated against COVID-19

They were among the first Americans to be offered vaccine"
"Colorado, USA",2021-06-21,1504,451,"Woman who kept fully vaccinated parents from their premature newborn, kept a fully vaccinated son from his dying father, banned Anzac Day flyovers for “Covid safety” reasons but granted special treatment to actors &amp; footballers to be Governor.   https://t.co/jmaNkyFe1q"
"Marion, OH",2021-06-27,0,0,"2016. When we were all happy that the political conventions were over, neither Clinton nor Trump had been elected yet, there was no pandemic, and we all liked each other. To Democracy!  https://t.co/S3TY6aVLzV"
"Baton Rouge, LA",2021-06-30,396,157,It’s almost like we live in different Americas. https://t.co/zx8N2Tidpw
"Barbourville, KY",2021-06-04,390,84,"Dana haji ,dana pedemi covid ,Pajak tehbotol ,pajak kopi sachet  

Auditt !!"
"Honolulu, HI",2021-06-02,77,12,Many couldn’t visit Arlington National Cemetery on Memorial Day last year because of covid. This woman did it for them. https://t.co/vdU0QAZhIA
"San Antonio, TX",2021-06-24,0,0,"CDC extends eviction moratorium a month, says it’s last time https://t.co/PaUfKbb1YE"
"eileenlovercheck,webster, tx",2021-06-01,79,21,"The #SummerOfNYC is here!

Vaccines are UP. #COVID19 rates are DOWN. Our historic comeback starts now. https://t.co/WMrWACM5d3"
"Boston, MA",2021-06-18,6,5,"71 confirmed cases, 3 deaths, and 25,469 vaccinations. See today's COVID-19 data from Mass. https://t.co/Jf6thz1Gqe"
"323 SW 10th Street Madison, SD",2021-06-02,0,0,"On June 3, 2021, Madison Regional Health System will host a free COVID vaccination clinic from 4:00 pm – 6:00 pm for all individuals 12+. Limited vaccine supply! Schedule appointment! Please visit https://t.co/lBh69cq2BO for vaccine information and forms. 
#MRHS #CloseToHome https://t.co/biVL55RPF7"
"Allegan, MI",2021-06-02,0,0,"About 1/4 of this group has received the vaccine in my estimation. Some, because they caught Covid, won’t get vaccinated, and still others outright refuse due to their “natural immunity”. 🤦‍♂️ The latter are ignoring the science to play Russian roulette w/their health 🧵"
"Florida, USA",2021-06-03,0,0,PuertoRico Health Dpt public education Covid response director resigns https://t.co/FT0RWyJzPN
"Washington, DC",2021-06-23,9883,5297,Right on cue… #DeltaVariant has arrived in the low #Vaccination states of America 🇺🇸 and setting off sharp increases in #COVID19 cases again. If only epidemiologists had been trying to warn… 🧵 https://t.co/HL3BsOCprP
"LaGrange, GA",2021-06-15,9541,3561,NBC: Virtually all hospitalized Covid patients have one thing in common: They're unvaccinated https://t.co/WcPfk7dcMT
"Miami, FL",2021-06-12,0,0,@nanutria tomándose la temperatura https://t.co/Y0r4plqPSk
"New York, USA",2021-06-09,440,125,"I am very happy to share that Member States have adopted an ambitious political declaration to get the world back on track to ending the AIDS pandemic that has ravaged communities for 40 years. Together we can #endAIDSby2030! 
#EndInequalities #HLM2021AIDS https://t.co/kxD9uMNLJE"
"Minneapolis and St. Paul, MN",2021-06-16,1,0,"Metro Transit ridership fell by 10 million passengers in the first quarter of 2021 compared to the previous year, another illustration of the heavy toll the Covid-19 pandemic has dealt to transit systems. But some lines fared far worse than others.  https://t.co/6mkbqVF7sL"
"Rochester, Minnesota",2021-06-04,0,0,Have you made a trip to downtown Rochester recently? https://t.co/y4iNac8cU9
"Morehead, KY",2021-06-09,35,20,Singapore's death toll from COVID-19 tops casualties in SARS outbreak https://t.co/itqe8lxS4h https://t.co/uOflRyHvEE
"San Juan Island, WA",2021-06-18,4019,2294,"Wow! “I have practiced pediatric ICU for almost 15 years and I have never taken care of a single patient with a vaccine-related complication until now. Our standard for safety seems to be different for all the other vaccines we expose children to.”

https://t.co/lpDz3qVwDP"
"Dallas, TX",2021-06-14,10691,4848,"Covid (@UCSF) Chronicles, Day 453

1/ I know everybody’s sick of playing 3-dimensional Covid chess. Sorry, but the Delta variant forces us back to the chess board. Ergo, this 🧵. 
If you’re fully vaxxed, I wouldn’t be too worried, especially if you’re in a highly vaxxed region."
"San Diego, CA",2021-06-12,65425,19109,"As of yesterday less that 45% of the American population are fully vaccinated, and only 6% of the global population is fully vaccinated. Why do people keep saying the pandemic is over or ending? https://t.co/yvCuHWS8r2"
"New York, NY",2021-06-20,26,14,"“…pulling wealth out is exactly what the banks are doing. Across New York State, customers got hit with $1.6 billion in overdraft and ATM fees last year, slamming accounts of people and businesses during the pandemic.”

1.6 BILLION in fees!!!! https://t.co/FAwXqmRWPU"
"Sarasota, FL",2021-06-23,0,0,"COVID, innovation and frailty assessment among themes at OT symposium - UM Today https://t.co/6BOablYY7y"
"Racine, WI",2021-06-03,389,37,"Re-sharing my favorite love story. . . in honor of their love and the #PRIDE they always felt but the world did not.

Hey new interns? Don't miss the chance to find the #humanism that awaits you at the bedside if you slow down and listen, okay? It's there.

#loveisthewhat 🥰 https://t.co/TaDvhzcoYr"
"Maine, USA",2021-06-17,402,108,"The COVID-19 pandemic exposed our broken healthcare system that too often fails too many Americans.

No one should have to choose between paying for healthcare and other necessities. 

Building upon the Affordable Care Act is more important now than ever before."
"Providence, RI",2021-06-28,1,3,"all workers deserve to be safe in the workplace. it is quite disappointing that the Biden administration did not move forward with an OSHA emergency standard for Covid-19 that would cover all workers. 

https://t.co/2GrFyfQilK"
"Melbourne, FL",2021-06-08,108,6,"People In Cali are cool with high taxes, irresponsible spending, goofy regulation on building, bad public education UNTIL they start earning more money and want to buy a home.

Then they move to Texas or Florida 🤦‍♂️

How about we stay and support candidates with better policies🤔"
"Dove Valley, CO",2021-06-10,113,29,"COVID nearly killed me

I am 16 months post virus and I still struggle daily due to the permanent damage to multiple organs

I have to go to occupational and physical therapy to learn to talk and walk normally again

I am only 31

Less than 50% is horrifying

GO GET VACCINATED! https://t.co/J7ulueLB8F"
"San Jose, CA",2021-06-21,117932,28314,Nah..  This pandemic has made my social tolerance even lower 😭 I get tired of people and being ‘outside’ quick as hell
"Los Angeles, CA",2021-06-11,10918,3092,"Joe Biden is going to buy 500 million doses of the COVID-19 vaccine to donate to the rest of the world.

That actually translates to the US taxpayer buying 500 million vaccines. 

In case anyone forgot, we’re nearly $30 trillion in debt."
"Tysons Corner, VA",2021-06-23,7,2,"""Communication tactics that worked during the pandemic's peak may no longer be appropriate."" @PRNews shares important tips for PR pros on how to overcome the new landscape. https://t.co/5cny7ER1qu"
"Hawaii, USA",2021-06-17,37914,10517,"Sadly my hospital stay wasn't anywhere as interesting as this. I'm now home, and have a mountain of messages to deal with. Please bear with me 😬

 https://t.co/7Lsaa7dR1w"
"West Virginia, USA",2021-06-28,4,4,Southern West Virginia Outdoor Theatre Returns After Pandemic Shutdown https://t.co/aLCK7UkFOM
"Charlottesville, VA",2021-06-27,0,0,HellUVA a season guys!! From the post season looking near Impossible to playing in three games in the CWS!! And none of their games cancelled or postponed because they had covid (seriously not a shot at NC State)! Great season Hoos! https://t.co/s8AXnzfOfe
"Alamo, CA",2021-06-03,249,71,Opinion | We’re part of a planning group for a covid-19 commission. Here’s why we need one. A pleasure to write with Rob Rodriguez and Mark McClellan https://t.co/HgSffn0wZf
