location,likes,text,date
"Texas, USA",28224,"RT @BloodyElbow: BREAKING: UFC 249 cancelled, all UFC shows postponed indefinitely due to COVID-19 pandemic https://t.co/4HeuwkgsE9",4/30/2009
"Michigan, USA",10436,"RT @JessicaHuseman: the comparison to HIV is just bananas

like does she think you can just get HIV by breathing on someone",1/27/2017
"Washington, DC",3078,We are grateful @JoeBiden has called for this federal assistance and hope it can be a bipartisan solution to the de… https://t.co/gOJzHQHjAJ,1/31/2011
"Los Angeles, CA",1449159,RT @AlexShibutani: Zoom birthday parties in the age of COVID-19. Thank you to everyone who wished me a happy birthday. I had a really nice…,10/9/2009
"Trump City, USA",19431,@GeraldoRivera COVID 19 will be remembered as the biggest hoax ever perpetuated on mankind. Overinflated deaths and… https://t.co/fI9GCSDgsj,7/26/2010
"Texas, USA",7112,"RT @GlennKesslerWP: ...""Challenges and opportunities for
improvement were identified in a wide range of areas for which additional efforts…",5/1/2009
"San Francisco, California",3978,"Whelp, Coronavirus finally meets Tiger King. https://t.co/cVqRvBCEWk",3/27/2007
"Boston, MA",7354,This Tweet from @DrGezzer has been withheld in: United States.,5/23/2013
"Virginia Beach, VA",38422,"Fun fact...she said this AFTER the Coronavirus started spreading in the U.S. She will parrot whatever Trump* says,… https://t.co/MQX0Fb2Z6h",7/10/2014
"Roswell, GA",50,RT @DiamondandSilk: Dr. Fauci and Dr. Birx have made it clear that COVID-19 severely impacts African Americans. If they think they are abou…,2/2/2019
"Tyler, TX",29430,"RT @RapUp: Lil Wayne and Apple Music are donating $200,000 to New Orleans for COVID-19 relief efforts #YoungMoneyRadio 🙏 https://t.co/w4goV…",2/9/2010
"Edgewood, MD",2200,"45, Real POTUS's get asked tough questions, Mr. igit in charge

 PBS’ Yamiche Alcindor: Trump Views Questions on Co… https://t.co/i0xYi38tvV",1/22/2020
"Astoria, NY",74451,Being blindsided by a very unexpected layoff thanks to the pandemic makes me miss riding horses - especially since… https://t.co/VwlFuDrDw1,3/20/2009
"Montana, USA",162578,RT @LEEBEY: A ⁦@Suntimes⁩ editorial making it clear that ⁦@USPS⁩ — it’s importance underscored in the COVID battle—is in jeopardy and lawma…,4/5/2009
"Colorado, USA",214614,"RT @JeffreyGuterman: @realDonaldTrump In February, you accused the media of exaggerating the pandemic https://t.co/4SwTcIZdsl",1/5/2012
"Pennsylvania, USA",13907,"RT @kenolin1: Trump is eliminating all oversight so he can continue to lie about his administration’s horrid response to Covid19
Is @senate…",3/1/2016
"Pontiac, MI",34385,"RT @MsPackyetti: Meaning they could have done this at any time. 

Instead they let people die.",9/13/2014
"Florida, USA",50955,"RT @_SJPeace_: A Black doctor in Miami, A HERO, who has been testing the homeless for COVID-19 because ""the state is failing to protect the…",8/4/2015
"Nashville, TN",73702,RT @Netmeetme: Houston hasn't reported a surge of coronavirus cases. But its hospitals tell a different story. https://t.co/T2X5ieamHh via…,12/13/2016
"California, USA",70268,RT @RepTedLieu: Trump forcing West Point cadets to travel for an in-person graduation puts everyone's health and lives at risk. His action…,3/18/2013
"Palm Beach Gardens, FL",99466,At Least 19 Children at a Chicago Shelter for Immigrant Detainees Have Tested Positive for COVID-19 https://t.co/RBXUfhthLo,4/7/2017
"Glendale, California",2036,This is the beginning of the Western United States https://t.co/87iL4bcjXC,1/30/2009
"Tampa, FL",4922,Are you too good for your home #COVIDー19 ? #gohome #gohomecorona #FlattenTheCuve #golf #tiktok @tiktok_us… https://t.co/5j9xJk61ry,7/13/2016
"Tennessee, USA",463306,RT @CREWcrew: Coronavirus money meant to go to mom and pop shops seem to be going to large corporations. But we don’t know the full count b…,10/27/2014
"Naugatuck, CT",2357,RT @rebayezierski: to the people who aren’t social distancing bc they think they’re above it: you’re selfish pricks who are ruining just ab…,9/19/2019
"Durham, NC",87435,RT @HillaryClinton: Where are the damn tests?,12/19/2016
"Hamtramck, MI",66,@GovWhitmer @dananessel please do something to lower the Car Insurance Bills in michigan. I don't have medical insu… https://t.co/u1Zwycwj1k,1/15/2016
"Maryland, USA",17946,"RT @business: BREAKING: China has concealed the extent of the coronavirus outbreak in its country, under-reporting both total cases and dea…",2/6/2010
"Boston, MA",16697,RT @nathansnewman: Basic lesson by @JWMason1 from last recession: big federal stimulus is useless if states slash public spending at same t…,3/21/2016
"Charlotte, North Carolina",7088,"RT @NatashaBertrand: Pence's office hasn't allowed top health officials to appear on CNN recently, and told CNN it will only allow experts…",4/22/2010
"Levittown, Puerto Rico",165777,RT @arroyo_mejias: He creado esta infografía para explicar porqué no hay una vacuna contra COVID-19 y resumir los pasos de los ensayos clín…,11/4/2012
"Olean, NY USA",51549,RT @nytimes: Breaking News: A doctor who led a U.S. agency helping to develop a coronavirus vaccine says he was removed because he question…,7/22/2013
"New Hampshire, USA",2916,"As a former @NVU_Lyndon (Lyndon State) alum, PERMANENTLY closing @VSC_edu schools and not reopening after #COVID19… https://t.co/iMSEr15f7t",7/26/2011
"Virginia Beach, VA",50354,"RT @MDMEMA: ALERT🚨: We have received several calls regarding questions about disinfectant use and #COVID19.

This is a reminder that under…",2/23/2016
"Blandon, PA",108436,RT @RoyaleKOAT: This is heartbreaking. Valentina Blackhorse was a leader in the Navajo community and a young mother. 💔  Thinking of her lov…,11/22/2014
"Orlando, FL",147557,RT @StephCohen20: Almost done #CABG #SocialDistancing #Doodle https://t.co/mQEROBiPNJ,8/26/2016
"Chicago, IL",449,Worried about coronavirus (COVID-19)? Access a Doctor is an app that gives members access to physicians 24/7.… https://t.co/4uNhpfjtuo,11/2/2015
"Ft. Lauderdale, FL",3907,@SpeakerPelosi YES Indeed 👍 Social DISTANCING IS The NWO'$ Attempt At Social DISMANTLING! ISOLATED People become WE… https://t.co/SnSdxB8gAB,5/1/2009
"Anthem, AZ",19269,"24 days after President Trump banned travel from China, Nancy Pelosi invited everyone to Chinatown! https://t.co/M2LP7wCFYY",4/15/2011
"Durham, NC from Wash, DC",43082,"RT @funder: Yesterday was a big win for America. Dr. Fauci briefed us on coronavirus at 4pm. The American people demanded it, and we got it…",3/29/2009
"Washington, DC",565254,RT @traceysteele: We knew the broad strokes: Trump had all the information needed to act much sooner than he did. We didn't know the detail…,1/20/2011
"Massachusetts, USA",9481,"You’d have a 1,109,517,309 courtroom population disadvantage. 

If you got the space then maybe https://t.co/OeqolgmYFM",8/3/2011
"California, USA",65796,"RT @Steelers_Girl74: Donald Trump is massive piece of shit! Tweeting (instead of actually doing his fucking job) to liberate Michigan, Virg…",2/18/2013
"Colorado Springs, Colorado",48883,"RT @rickhasen: Easter Sunday, 2020. U.S. dead from coronavirus passes 20,000. https://t.co/RhFWjAw35J",7/9/2011
"Conshohocken, PA",59490,@LET06890062 @CNN @CNNPaul @zbyronwolf U can still reopen the economy can’t be keep it closed forever. U want to be… https://t.co/yfHljaB0nO,7/8/2009
"Tillamook, Oregon",81050,RT @NikkiHaley: Great move by @realDonaldTrump. We should not send funds until the WHO has been reformed and been held accountable.,7/10/2013
"Bell County, KY",17,RT @washingtonpost: Young people are being left out of coronavirus economic relief efforts. That could be a big problem https://t.co/2P80zM…,7/16/2019
"San Jose, CA",322779,"RT @EmmyA2: oh no, what will she do now that she’s got an AWESOME NICKNAME",8/4/2013
"Madison, WI",3128,You may have seen them at the governor’s press briefings -- sign language interpreters are providing crucial inform… https://t.co/rYEYnizlUk,9/10/2014
"Celina, TX",1173,"RT @PalmerReport: Donald Trump's day so far:

- Goes berserk about Nancy Pelosi
- Thinks Chinatown is in China
- This guy is a racist and a…",12/18/2008
"Phoenix, AZ",159300,"RT @rebeccaballhaus: “The stories on testing are all over the place, and we're actually in good shape,” Trump says in today’s briefing.

Ou…",7/4/2013
"Yelm, WA",19,@BillGates @WHO Bill are you not really afraid of the consequences for the way you live you life/lie? You work dire… https://t.co/bTHgxAPnxI,3/3/2020
"Torrance, CA",24876,"RT @FrancisBlay: I’m not famous or ever plan to be. Just a regular person that happens to be a fire fighter, who serves  his community . I’…",3/13/2016
"Virginia, United States",631,The #Hazmat Guys Podcast 229 - Killing Those Germs Pt.1 https://t.co/Get7g1kLT2 #coronavirus #COVIDー19,8/7/2009
"Florida, USA",103476,RT @america1timfaze: A group of Republicans are demanding Communist China pay restitution. @Caldwell4MD6CD @RepJimBanks @JasonRobergeVA @re…,7/6/2014
"Lincolnshire, IL",2885,RT @nbcchicago: Melrose Park Mourns Loss of Police Officer Who Died From Coronavirus https://t.co/ZUqd8Mx2Xh https://t.co/dwUFEfHCfv,12/10/2014
"Arlington, VA",26263,RT @DanRather: Um... #NotSurprised https://t.co/TyINg5RfB3,1/19/2011
"Tega Cay, SC",1203,"RT @cn2news: WATCH: ""Of course, we're scared. It's something we've never dealt with. We've got families, too. But someone's got to do it.""…",2/17/2015
"Austin, TX",70460,There have officially been more US deaths from COVID-19 than there was with H1N1. Do you remember last month Trump… https://t.co/QWSGIuUkrv,6/5/2016
"Philadelphia, PA",6839,What does a virus that causes respiratory issues have to do with blood clots? @PennMedicine's Dr. Cuker and… https://t.co/rldtbS55x5,3/17/2010
"AR, USA",2379,"Not just about diet, not just about healthcare and disparities. Not just about pre-existing conditions. This is big… https://t.co/b6jJ92ARhk",7/4/2012
"Texas, USA",48293,RT @docrocktex26: “Dallas County Judge Clay Jenkins (D) decided early on not to be timid in his response to the coronavirus. He moved quick…,4/13/2011
"Hampstead, NC",91649,"RT @politico: Health insurers were preparing for the Trump administration to reopen Obamacare to millions of newly uninsured Americans.

He…",3/9/2009
"Patalka,Florida",64533,"RT @HillReporter: DeVos-Linked Group Helps Organize Protests Against Stay At Home Order
https://t.co/uJwsdNJtXh",11/30/2010
"Egg Harbor City, NJ",75933,"RT @MPig85: More lockdown fun with my boyfriend, this time in rubber #fisting #gayfisting @FFisterCom https://t.co/clCRDSBUYF",10/3/2009
"New York, USA",52655,"@c5hardtop1999 Hell, if Mütti Merkel (of all people!) can do it, WE sure as hell can --

C'mon Mr. @POTUS, let's ge… https://t.co/KWzjbQFbji",2/11/2013
"New York, NY",11712,@MamaBling @Obi_wontaun @scott3614 @JordieEM411 @MeghanMcCain @NYGovCuomo @realDonaldTrump A month ago there were l… https://t.co/rCeYcKEkcq,3/11/2012
"California, USA",37086,"RT @charliekirk11: Sick:

A Christian Charity is lending resources to help fight the Chinese Coronavirus in New York City

How did Bill De…",4/14/2017
"Birmingham, AL",36962,Encourage Testing Without Animal Torture for #COVID19 #United4AnimalsInLabs #WW4AIL #WDAIL https://t.co/SmJSMKNDiC,11/18/2012
"Black Neighborhood, CA",16711,The room is VERY loud. It has a machine constantly running (to keep out the Covid germs she thinks). She couldn't s… https://t.co/HGVwxi3B05,5/3/2015
"Washington, DC",180608,"RT @matthewamiller: Incredible: ""I really believe they are going to have it under control fairly soon.""",9/24/2016
"Santa Rosa, CA",66119,RT @bern_identity: 2/ This was an emotionally powerful moment where Bernie was very relatable. Also a rare glimpse into his personal emotio…,3/27/2018
"Dallas, TX",119214,"RT @eduff88: An unwelcome milestone for the Grand Island area: 

The number of coronavirus cases in Hall County, population 61,000, now exc…",11/16/2008
"Carrollton, TX",174460,"RT @Delavegalaw: If you had any doubt whatsoever that William Barr would say or do anything to support Trump, regardless of how , cruel, di…",4/13/2010
"Granville, NY",121791,"RT @GeorgeTakei: For the first time, over 2,000 Americans died in a single day from Covid-19. It's easy for numbers to start to feel meanin…",9/1/2011
"Walker, MI",197885,RT @BreeNewsome: whyyyyyyyyyyy do we accept such a lower quality of life in this country in exchange for nothing but slogans &amp; confetti,7/26/2009
"Washington, DC",4418,"@JenniferJJacobs @POTUS @OSHA_DOL ""Stuart Appelbaum, the president of @RWDSU, said, 'We only wish that this adminis… https://t.co/INLptP1qzK",3/21/2011
"West Virginia, USA",47416,"RT @C_3C_3: So let me get this straight.

The same people told me Trump colluded with Russia, Trump had a quid pro quo with Ukraine, Kavana…",12/25/2011
"Irvine, CA",337447,"RT @Amy_Siskind: 100 days of Trump’s response to the coronavirus, narrated by Trump. https://t.co/vKWsGuxPwd",1/25/2017
"Pittsburgh, PA",4718,"""I don’t have all of the answers...As we deal w massive disruptions to daily life because of a pandemic, should we… https://t.co/Nt8DJJ7a3b",7/11/2013
"Atlanta, GA",25097,RT @staceyabrams: Georgia: 14th highest infection/7th lowest testing rate; less econ resilient &amp; 1000s of low-wage workers already forced t…,6/1/2014
"Central America, Mexico & USA",3018,RT @arreenitta: And the #s keep rising! Folks inside detention will not accept a death sentence! #FreeThemAll,11/5/2011
"Texas, USA",377798,RT @ccroucher9: An incredible series of photos by Alyson McClaran in Denver. She writes “health care workers stand in the street in counter…,4/9/2016
"Indianapolis, IN",64049,"RT @AguGeohealth: These #COVID19 resources may be of interest to the #GeoHealth Community. Rapid expert consultations from @theNASEM 
https…",5/23/2016
"Avra Valley, AZ",482178,RT @GovInslee: The president’s statements this morning encourage illegal and dangerous acts. He is putting millions of people in danger of…,3/12/2009
"Lake Dallas, TX",153214,"RT @cnfocus: 德媒对中国开账单 索赔1490亿欧元激怒北京
 德国加入英法美等国的行列，就新冠肺炎（COVID-19）疫情的爆发对中国发起攻
https://t.co/UqJmog9WcG https://t.co/BRqaNmFGBf",3/13/2017
"Kansas City, MO",1664,RT @D1AndOnlyyy: After lockdown I am going to dress like I have never dressed before,1/1/2016
"Black Mountain, NC",139414,"RT @BeShuster: If you're like me and love boba, here's a real simple solution to getting some during stay-at-home orders. https://t.co/qbs4…",11/1/2008
"Oregon, USA",200528,#TrumpVirusTestingFailure https://t.co/Zi1981mWFI,3/26/2011
"Washington, D.C.",0,"About 17,000 Italian healthcare workers have Covid-19 https://t.co/UP8D5EMVDS",7/14/2010
"Central, PA",2865,No good deed goes unpunished!  Was just forced into a possible 2 week quarantine from work because I was humane and… https://t.co/yZVHOYmYKa,3/2/2013
"San Diego, CA",6915,RT @JB_Peeples: Not all things about the pandemic are bad... look how it’s bringing people together https://t.co/874tiqI7lB,10/10/2018
"Fountain Valley, CA",7333,"RT @PeteKent01: #PresidentTrump just now at #COVID19 #PressBriefing when asked why .@MittRomney
was not included in his #OpenUpAmerica
#Tas…",3/27/2009
"California, USA",47482,"RT @LittleMissLizz: Dear everyone being let go from jobs right now due to COVID-19: 

You do not need to sign a separation agreement on the…",2/8/2009
"Texas, USA",38218,"RT @fred_guttenberg: Donnie, is this where you say you were not speaking to Deborah?  Just asking because here is the video of you speaking…",8/30/2018
"Minnesota, USA",4936,"RT @lilienfeld1: Talking about mortality with Covid-19 is like talking about the failure of Fannie Mae or AIG in 2008. Significant, but har…",4/11/2018
"Washington, DC",37854,"RT @paulkrugman: Against stupidity, the gods themselves contend in vain https://t.co/WnPDKXfbaO",9/11/2011
"Fayetteville, NC",80,"@CentristRn @DiamondandSilk @realDonaldTrump Hi RN, tell me please what “murders” he is guilty of. You are so brain… https://t.co/W8rcVbZxeZ",1/11/2018
"Eau Claire, WI",131874,RT @AOC: 🗣 Rent is due on May 1st and Republicans are fighting against rent and mortgage relief,12/25/2011
"Minneapolis, MN",44239,Band shirt day 8/quarantine day 53: today I’m repping @dessadarling. While technically this is an author shirt (go… https://t.co/HT5IFI6vuB,3/17/2009
"Severna Park, MD",4824,RT @atensnut: CDC Tells Hospitals To List COVID as Cause of Death Even if You're Just Assuming or It Only Contributed https://t.co/s39lhgHY…,1/18/2019
"Romancelandia, USA",49709,"RT @NicolasEdny: So now we are injecting disinfectants into our bodies to cure Covid-19?

This is where White supremacy got us!",4/18/2010
"Florida, USA",0,Metropolitan Ministries Briefly Suspends COVID-19 Financial Aid https://t.co/aQq7zJYTye https://t.co/VSzSrXrmJN,4/29/2016
"Tucson, Arizona",8030,This is an important resource guide for families seeking information on affordable #broadband during #COVID19  and… https://t.co/wRL0KylVcc,5/4/2008
"Uttrakhand,INDIA",5764,"RT @DGPPunjabPolice: Let’s show everyone that any attack on policemen &amp; doctors, fighting COVID-19 on the frontlines,like SI Harjeet Singh,…",12/3/2018
"Central Illinois, USA",2150,"RT @zaharako: #ThingsAmazonWontDeliver 

All the MAGA hats made in China. https://t.co/2gdnn9nYcx",10/24/2011
"San Antonio, TX",21248,RT @ksatnews: BREAKING: Texas schools to close for the remainder of the 2019-2020 academic year; state parks will reopen next week with mas…,11/21/2017
"Ohio, USA",11818,"RT @StayWonked: 4 died in Benghazi.
250,000 will die from #COVIDー19 .

I support @HouseDemocrats call for hearings into 
@realDonaldTrump a…",10/22/2016
"Spokane, WA",8793,RT @kittypurrzog: My latest for The Guardian: The virus could be the small business apocalypse https://t.co/tBPSfsydSA,3/6/2009
"New York, New York",97552,"RT @JodieMoss76: @DrOz A great read. Trump &amp; Oz are a lot alike!

https://t.co/RH3O5q9Dsi",6/19/2010
"Louisiana, USA",460245,"RT @60Minutes: “So as you're sitting there, you watch the bag filling with what I can only describe as liquid gold… literally and figurativ…",2/3/2014
"Alabama, USA",4519,Um Donald we're waiting for an answer. You owe us all that. https://t.co/y9EGuYfI22,5/25/2009
"Seffner, FL",192932,"RT @ddale8: In addition, the US did not completely shut down travel from China; exempted citizens/green card holders/some of their family m…",8/8/2016
"Pennsylvania, USA",98820,RT @ewarren: Our postal service is on the verge of collapse. I’m calling on Congress to act swiftly to shore up USPS so that everyone can c…,7/15/2011
"Bronx, NY",29526,"RT @hacks4pancakes: I don’t know who needs to hear this, but many governors do have realistic plans for reopening their state economies, an…",1/25/2017
"Orlando, FL",148469,"@AnupamPKher Press conferences on COVID19:

Rahul Gandhi - 1
Modi - 0",7/10/2009
"Pennsylvania, USA",972,I only have 2 more weeks of isolation left. By then this country will have defeated COVID-19. Mass testing starts i… https://t.co/AjVN5tYzht,6/6/2011
"Tomball, TX",44,ROUNDUP: Coronavirus coverage in North Houston continues https://t.co/Blbigo90db,10/1/2010
"Northport-East Northport, NY",2805,"Here’s a message for our patrons from the Circulation Dept. staff.

Stay safe. Stay strong. We will see you soon.… https://t.co/Git7HJWfsj",3/26/2010
"Augusta, ME",9962,@OfTheTrees @JDotFooks If someone sneezes or coughs the particles can float on the air for hours though. https://t.co/TojjaK6jCH,10/28/2011
"New York, NY",39972,holy SHIT https://t.co/BTjzSobC9G,4/15/2009
"Medford, OR",2378,RT @AlzheimerNJ: Cooped up inside? You can still help #FightALZ and speed up #Alzheimers research by playing this #VideoGame: https://t.co/…,6/23/2017
"Newark, NJ",19544,I got my covid check today 😍,12/21/2013
"North Carolina, USA",42320,"RT @JustResisting: @ElisabethKangMD This fundraiser has raised over $102,000 dollars in the last week for KN95/N95 masks. 

The operated of…",11/14/2015
"New York, NY",27675,RT @angelvtina: ÚLTIMA HORA 🔴 | Se suspende la cuarentena y la crisis del coronavirus para que big poppa pueda jugar con los niños y deje d…,8/25/2013
"Los Angeles, CA",8016,"RT @amybarnhorst: The  nightmare we’re scrambling to prepare for with few good ideas. In psych hospitals:
-isolation can be life-threatenin…",6/22/2015
"Los Angeles, CA",5579,"@HBCUfessions “I’m not a hoe” 3x in the mirror, rinse+repeat till you stay yo ass home. Leave that boy alone",1/5/2019
"Ontario, CA",17401,All business owners should complete this petition today!  Have your voice heard 🗣https://t.co/5fl459IkAj,1/29/2017
"College Park, MD",7057,RT @merrillcollege: Our students need your help! The UMD Student Crisis Fund is helping them meet basic needs during COVID-19. But with fun…,3/16/2015
"Georgia, USA",25309,"RT @BoycottUtah: The U.S. just blew by 1 Million cases of Covid-19. The next dark milestone...60,000 deaths or the last forecast of the Tru…",9/29/2018
"Utuado,Puerto Rico",10223,"RT @___ordnajela: 🗣🗣6 SEMANAS Y EL GOBIERNO NO TIENE UN PLAN PARA ATENDER A LAS PERSONAS SIN HOGAR🗣🗣
El #COVID19 no afecta a todxs por igua…",4/29/2014
"The Springs, Colorado",28,Dumbass. https://t.co/Ati6WwUHUU,8/25/2010
"Santa Ana, CA",262,"Today in our Leadership Spotlight we would like to introduce you to our Senior Class President, Dean Neeley. Dean w… https://t.co/PL40rfItru",9/4/2014
"Florida, USA",86416,"RT @Roche: Our Pharma Technical Operations teams are working around the clock to maximize and accelerate our production, manufacturing, and…",10/10/2009
"Phoenix, AZ",5966,"Why would he ask intelligence agencies, he does not trust, to look into China and the WHO? https://t.co/fSVPj18sGW",7/9/2016
"New Jersey, USA",62664,"RT @RollingStone: Trump froze funding for the WHO, but he’s fine with giving taxpayer money to McKinsey — a firm with close ties to China’s…",1/16/2016
"Long Beach, CA",175,"RT @SALSIKandar: One old man sitting in middle of 300 Kanal house, lecturing others that lockdown is not an option for poor Pakistan. 

Pak…",12/12/2008
"Northampton, MA",176,Fauci: 'I don't understand why' every state hasn't issued stay-at-home orders https://t.co/H75Aa0e5Ch,1/5/2010
"New Orleans, LA",14079,"I'm definitely not a C person, but a C person is going to self-quarantine anyway.  They would likely stay home and… https://t.co/51hWlw1EXP",11/9/2009
"Barrington, NJ",7870,"RT @etkeld: Major Cost-Cutting to Respond to Covid-19 Begins, With Faculty and Staff Furloughs, Pay Cuts - The Chronicle of Higher Educatio…",3/3/2010
"San Diego, CA",19551,RT @cerebralistic: I didn't even consider this perspective. Oh my goodness.,2/7/2012
"Los Angeles, CA",24656,"RT @SenSanders: 10 million have already filed for unemployment.

3.5 million have already lost their health insurance.

Good-quality health…",2/22/2019
"San Mateo, CA",287394,@OfficerEdith  🐥🐥🐥🐥🐥🐥🐥 https://t.co/1itl0j9uUB,3/17/2009
"B-More, Maryland",69675,"RT @CNN: Dr. Anthony Fauci made it clear that he supports all Americans being under a stay-at-home order.

""If you look at what's going on…",6/18/2009
"Chicago, IL",22,RT @margbrennan: The President just seemed to casually float the incredible accusation that China may have deliberately released #COVID19.…,9/3/2008
"Olympia, WA",12261,RT @Cantguardmike: #StayHome,8/10/2011
"Le Sueur, MN",21,The Le Sueur Food Shelf is open on Tuesdays and Thursdays! For more information about their process during COVID-19… https://t.co/M2cCjasWfP,11/27/2013
"Five Corners, WA",14493,"RT @ryanstruyk: Reported US coronavirus deaths in April:

4/1: 4,780
4/2: 5,983
4/3: 7,152
4/4: 8,488
4/5: 9,643
4/6: 10,908
4/7: 12,895
4/…",1/23/2012
"Gallup, New Mexico",104598,RT @funder: Trump’s letting CEOs speak so they can praise him. They’re all applauding him. One by one. This is sickening. This is corruptio…,3/13/2017
"Georgia, USA",76769,"RT @nowthisnews: This nurse opened up about her 'worst shift' yet, exposing the heartbreaking reality of health care workers fighting the p…",10/10/2017
"Atlanta, GA",2031,RT @Doc_0: Seems like a good deal of movement this week toward my view that the Chinese Communist Party might not have released the Wuhan v…,7/11/2008
"San Jose, CA",126512,RT @GAhuntingGal: And I got it done again this morning at 8:05am in the good ole state of Alabama! I’m pretty sure I have an obsession and…,6/16/2017
"New York, USA",34713,"@BuzzFeed Why blame the immigrant worker who is been paid minimum wage less than other workers, oh yeah, they have… https://t.co/eiZibFoN8x",4/25/2018
"Bend, OR",331,"RT @leavenotrace: Social distancing…Bigfoot’s been doing it for years! (And, if you happen to find yourself with a little extra time, check…",10/9/2015
"North Carolina, USA",48890,"RT @theunrealBT: I can’t believe this is so hard for people to grasp: yes, the current death toll for covid19 is roughly = to seasonal flu…",5/2/2012
"Milwaukee, WI",343364,RT @GabrielScally: How daft is this? The advice for people with #COVID19 #coronavirus in N Ireland and the Republic of Ireland is entirely…,1/30/2015
"Houston, TX",21684,"RT @KHOU: Wogene Debele contracted coronavirus as she was nearing the end of her pregnancy. Sadly, this mother of four died before she even…",3/29/2017
"Philadelphia, PA",6151,@BellaRisttaa @JoeBiden No Americans are the problem! They haven’t been following the stay at home order! Not to me… https://t.co/EHy5I9YwkN,12/22/2009
"Houston, TX",1965,"RT @PoeticalWallace: YES SIIIRRRRRRR ✊🏾

Waller County will host a COVID-19 Testing Site this Sunday from 9:00 AM to 6:00 PM for FREE at th…",3/27/2017
"New Jersey, USA",46294,"RT @abbybroyles: Captain Distraction. Jim wants you to see him trying to protect churches hoping you’ll forget he knew about a pandemic, sa…",6/17/2010
"Bangkok, THAILAND",71555,"RT @wef: Listen to the latest episode of our #COVID19 podcast 'World vs Virus'. Dr Matt McCarthy, David Duong, Todd Pollack of Harvard and…",10/1/2009
"Stanley,VA",19593,"RT @NPR: In what could amount to a stunning reversal for the Pentagon, top Navy leaders have recommended that Capt. Brett Crozier be put ba…",11/29/2011
"Texas, USA",313242,RT @Kat4Obama: I bet a lot of these people are also opposed to assisted suicide and would never in a million years get the obvious irony.,3/12/2016
"Los Angeles, California",94019,"Officials impose more coronavirus restrictions for Easter: Parks closed, no drive-in church services… https://t.co/M26F6Bpod6",4/2/2011
"Wichita, Kansas",221345,https://t.co/62kLljLcOi,6/2/2007
"Ohio, USA",7970,"@smerconish C'mon, no US person could have prevented this. However, it will be learned, later who in China set these dominoes in motion.",3/31/2019
"Washington, D.C.",30884,"💔 I feel this. We’re crying with you, Brian. https://t.co/Z0Q6PRH9Ej",5/19/2011
"Washington, USA",487659,RT @aspasia_maria: @WinstonLing @heliobeltrao O remédio existe desde década de 1940. Há estudos de mais de 60 mil médicos em mais de 30 paí…,6/22/2009
"California, USA",107355,"RT @rhonda_harbison: @evansrc717 @JamesFallows @dalejohnston54 https://t.co/BtNqXXUDwy
Coronavirus PPE Blocked From States Because of White…",9/26/2014
"Baltimore, MD",1155,"RT @CollegeBoard: In response to COVID-19, we're developing AP Exams for this year that students can take from home.

2020 AP Exams will be…",9/1/2018
"California, USA",93380,RT @DrWinarick: https://t.co/VAL8JNP15o,6/12/2013
"Port Townsend, WA",325585,RT @CaslerNoel: When you snort so much Adderall your brain tells you it’s a good idea to try using voices and ‘act outs’ at your Coronaviru…,8/6/2016
"Idyllwild, CA",16116,"RT @quinncy: “Kill your viewers” seems like a weird marketing plan but, hey, not the expert.",12/6/2010
"Columbus, OH",12346,@NWSBirmingham This COVID-19 is getting everything cancelled.,4/11/2010
"Los Angeles, CA",28363,RT @Faith_Le_Great: Y’all need to stay the fuck home. Half of your homies are fake and won’t care about you later on in life. Those parties…,5/24/2017
"Babylon, NY",298,Thank you to Mike Alvarez and his students at Shepherd's Gate Academy for recognizing the staff of the Stroke and B… https://t.co/pXqSp4NQgy,2/15/2018
"Milwaukee,WI,USA",180334,"RT @sanjum: I don’t usually rant on social media.  However, after a week of service in the ICU, I’d like to get a few things off my chest.…",8/17/2007
"OKC, OK ",22814,RT @DanaBashCNN: I’m so inspired by the mayors I have been talking to across the country trying to protect their residents during #COVID Th…,4/12/2010
"Charlotte, NC, USA",43302,"RT @chrismartenson: And so it starts...this virus is very hard to contain.  
Like a Honey Badger. https://t.co/jp4pS7eNJY",3/11/2011
"Oakland, CA",11437,"RT @BlakeDontCrack: We dropped an important episode on how we will survive the COVID-19 pandemic. 

Listen. Share. Discuss. 

@HellaBlackPo…",2/15/2013
"Missouri, USA",597952,"RT @gniner42: #PresidentNewsom is trending on twitter because he cares more about other states than you, the actual President. Let that sin…",9/3/2015
"Florida, USA",109992,"RT @Hyundai_Global: Help the planet from home! With Hyundai, I'm taking part in the #DarkSelfieChallenge. Turn all the lights off and take…",11/14/2017
"Pittsburgh, PA",17924,#NewMusicFriday ! Our answer to the global pandemic: Music. Distance is available for a limited time on Bandcamp!… https://t.co/0qsxR0WSNt,3/2/2009
"Hingham, MA",96,"The year started off on a high note in the Southern NJ &amp; Philly CRE markets, then COVID-19 created chaos
 https://t.co/yktLZSSsGL",6/17/2014
"New Jersey, USA",7388,I am at the point where I am shaping my ethical values and personal philosophy. This isn’t due to the COVID but i c… https://t.co/nVldlJshcY,1/5/2012
"Beaverton, Oregon, USA",197406,RT @MichaelTun1: My dad Dr Peter Tun died from COVID19 because of the lack of PPE.  My hope in writing this is that it will save more docto…,11/11/2011
"Greenville, SC",178018,"RT @DemWrite: This video nails it.

The Trump/GOP response to #COVID perfectly mirrors their response to #ClimateChange:

❌ Deny the proble…",12/5/2012
"Minnesota, USA",47404,RT @cmclymer: As the prophecy foretold...,8/18/2009
